exercise_id,exercise_name,description,target_muscle_group,difficulty_level,equipment_needed,exercise_category,estimated_calories_per_min,default_duration_seconds,source
257,HM Seated Twist,"An effective abdominals exercise. Perform the movement with controlled form, maintaining tension in your abdominals throughout. Focus on the mind-muscle connection with each repetition.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
258,HM Side V-Up,"An effective abdominals exercise. Perform the movement with controlled form, maintaining tension in your abdominals throughout. Focus on the mind-muscle connection with each repetition.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
259,HM Side-Bend Pose,"An effective abdominals exercise. Perform the movement with controlled form, maintaining tension in your abdominals throughout. Focus on the mind-muscle connection with each repetition.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
260,HM Side-Plank Arm Wrap,"Lie on your side with elbow under shoulder. Lift your hips to form a straight line from head to feet. Hold this position, engaging your abdominals and maintaining alignment.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
261,HM Side-Plank with Hip Touch,"Lie on your side with elbow under shoulder. Lift your hips to form a straight line from head to feet. Hold this position, engaging your abdominals and maintaining alignment.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
262,HM Side-Plank with Kick,"Lie on your side with elbow under shoulder. Lift your hips to form a straight line from head to feet. Hold this position, engaging your abdominals and maintaining alignment.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
263,HM Single-Leg Inchworm,Start standing. Bend forward and place hands on the ground. Walk your hands forward into a plank position. Walk your feet toward your hands and stand up. This dynamic movement targets your abdominals.,abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
264,HM Sit-Up,Lie on your back with knees bent and feet secured. Contract your abdominals to lift your entire torso up to a sitting position. Lower back down with control and repeat.,abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
265,HM Slow Mountain Climber,"Start in a plank position. Drive one knee toward your chest, then quickly switch legs in a running motion. Keep your core tight and maintain a steady rhythm, engaging your abdominals.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
266,HM Slow Sit-Up,Lie on your back with knees bent and feet secured. Contract your abdominals to lift your entire torso up to a sitting position. Lower back down with control and repeat.,abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
267,HM Superman Plank,"Hold a straight body position supported by your forearms and toes. Keep your body in a straight line from head to heels, engaging your abdominals. Avoid letting your hips sag or pike up.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
268,HM Table Pose,"An effective abdominals exercise. Perform the movement with controlled form, maintaining tension in your abdominals throughout. Focus on the mind-muscle connection with each repetition.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
269,HM Toe Touch,Lie on your back with legs extended toward the ceiling. Reach your hands toward your toes by contracting your abdominals. Lower back down with control and repeat.,abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
270,HM Tuck-Up Get-Up,"An effective abdominals exercise. Perform the movement with controlled form, maintaining tension in your abdominals throughout. Focus on the mind-muscle connection with each repetition.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
271,Half Turkish get-up,"The half Turkish get-up is a kettlebell movement that focuses on the first portion of the Turkish get-up exercise. It is often taught as a precursor to the full Turkish get-up, but is also a valuable abdominal and shoulder exercise in its own right. It can be performed for reps or time, either in lower rep ranges for strength or higher rep ranges for technique practice or conditioning.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
272,Half bird dog,"The half bird dog is a core exercise designed to strengthen the posterior chain. In the half bird dog, you will raise one arm or one leg at a time, rather than both at once as you would for a regular bird dog.",abdominals,intermediate,bodyweight,stretching,5.0,60,mega_dataset
273,Hand shift plank,The hand shift plank is a progression of the straight-arm plank exercise where you maintain a plank position as you shift your hands side to side. The additional movement forces the core muscles to work harder to stabilize.,abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
274,Hang from bar,"The hang from bar is a static exercise that involves hanging from a bar by two hands. It can either be an ""active hang,"" where you pack the shoulders and activate the muscles of the upper back, or a ""passive hang,"" where you let the shoulders unpack and let the muscles of the upper body stretch. A passive hang may not be appropriate for all people depending on their shoulder health, but many coaches believe hanging can be healthy for the shoulders when done properly.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
275,Hanging Leg Raise - Variation Gethin,"The hanging leg raise is an exercise targeting the abs and hip flexors. Instead of resting the forearms on the pads of apparatus, hang from a bar. It can be performed for time or reps in the ab-focused portion of any workout.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
276,Hanging Leg Raises,"Hang from a pull-up bar with arms extended. Raise your legs by flexing your hips, bringing knees toward your chest or keeping legs straight. Lower with control, engaging your abdominals.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
277,Hanging Oblique Knee Raise,"The hanging oblique crunch an abdominal exercise that targets both the rectus abdominus or “six-pack” muscles, and the oblique muscles. It can be performed hanging from a bar, or if grip strength is a limitation, by placing the elbows in ab straps. If hanging from a straight bar is uncomfortable to the wrists or shoulder, you can also perform them hanging with a neutral grip (palms facing one another)",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
278,Hanging alternating single-leg raise,"The hanging alternating single-leg raise is an exercise targeting the abs, but which also works the lats and hip flexors. Rather than performing both legs at a time, you lift one and alternate with each rep. Leg raises are often performed for moderate to high reps, such as 8-12 reps or more, as part of ab-focused training. However, this difficult variation may require some time to build up to those rep ranges.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
279,Hanging crunch,"The hanging crunch an abdominal exercise that targets the rectus abdominis or ""six-pack"" muscles. It can be performed hanging from a bar, on a dip station or parallel bars, or if grip strength is a limitation, by placing the elbows in ab straps. If hanging from a straight bar is uncomfortable to the wrists or shoulders, you can also perform them hanging with a neutral grip (palms facing one another). It is similar to a hanging knee raise, but with more spinal curling and a more pronounced ""crunc",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
280,Hanging leg raise,"The hanging leg raise is an exercise targeting the abs, but which also works the lats and hip flexors. Instead of resting your forearms on the pads of a captain's chair, you perform these hanging from a bar. Experienced lifters make these look easy, but beginners may need time to build up to sets of 8-12 reps.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
281,Hanging toes-to-bar,"The hanging toes-to-bar is an advanced abdominal exercise in which the lifter touches their feet to a pull-up bar. There are many ways to perform this movement (strict or swinging, arms completely straight or slightly bent, legs straight or bent) each providing unique benefits and challenges. Initially, it may be a difficult move to do for a single rep, but once you build the requisite core, lat, and shoulder strength, it can be performed for higher reps.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
282,Hollow-body abduction,"The hollow-body abduction is an isometric core exercise that includes leg abductions for an added challenge to the core and abductors. It targets multiple muscles of the core, but particularly the rectus abdominis or ""six-pack"" muscles. It can be performed for time or reps in the ab-focused portion of any workout.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
283,Hollow-body knee tuck,"The hollow-body knee tuck is a bodyweight abdominal exercise performed on the floor. It is similar to both the hollow-body hold and the knee tuck or reverse crunch, combining elements of both. It primarily targets the muscles of the rectus abdominis, or “six-pack” muscles. It can be performed for reps or time, either as part of an ab-focused workout or as a component of a circuit workout.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
284,Holman Alternating Crab Flip to Froggy Push-Up,"Start in a plank position with hands under shoulders. Lower your chest toward the ground by bending your elbows. Push back up to starting position, keeping your body straight and engaging your abdominals.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
285,Holman Alternating Crab Flip to Froggy Push-Up to Kicks,"Start in a plank position with hands under shoulders. Lower your chest toward the ground by bending your elbows. Push back up to starting position, keeping your body straight and engaging your abdominals.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
286,Holman Alternating Crab Reach,"An effective abdominals exercise. Perform the movement with controlled form, maintaining tension in your abdominals throughout. Focus on the mind-muscle connection with each repetition.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
287,Holman Alternating Diagonal Knee Pull-in,"An effective abdominals exercise. Perform the movement with controlled form, maintaining tension in your abdominals throughout. Focus on the mind-muscle connection with each repetition.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
288,Holman Alternating Diagonal Straight Plank,"Hold a straight body position supported by your forearms and toes. Keep your body in a straight line from head to heels, engaging your abdominals. Avoid letting your hips sag or pike up.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
289,Holman Alternating Hip Drop to Push-Up,"Start in a plank position with hands under shoulders. Lower your chest toward the ground by bending your elbows. Push back up to starting position, keeping your body straight and engaging your abdominals.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
290,Holman Alternating Rolling Elbow Plank,"Hold a straight body position supported by your forearms and toes. Keep your body in a straight line from head to heels, engaging your abdominals. Avoid letting your hips sag or pike up.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
291,Holman Alternating Single-Leg Pike,"Start in a push-up position. Raise your hips toward the ceiling, forming an inverted V-shape. Keep your legs and back straight, feeling the stretch in your abdominals. Lower back to starting position.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
292,Holman Alternating Slow L-Raise,"An effective abdominals exercise. Perform the movement with controlled form, maintaining tension in your abdominals throughout. Focus on the mind-muscle connection with each repetition.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
293,Holman Alternating Up-Down Plank to Push-Up,"Start in a plank position. Lower down to your forearms one arm at a time, then push back up to straight arms. Maintain a stable core throughout the movement.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
294,Holman Bicycle,"Lie on your back with hands behind your head. Bring your right elbow to your left knee while extending your right leg. Alternate in a cycling motion, engaging your abdominals throughout.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
295,Holman Boat Press with Leg Extension,"An effective abdominals exercise. Perform the movement with controlled form, maintaining tension in your abdominals throughout. Focus on the mind-muscle connection with each repetition.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
296,Holman Boat Pull-Over,"An effective abdominals exercise. Perform the movement with controlled form, maintaining tension in your abdominals throughout. Focus on the mind-muscle connection with each repetition.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
297,Holman Burpee to Forward Lunge,Step forward with one leg and lower your hips until both knees are bent at 90-degree angles. Your back knee should hover just above the ground. Push back to starting position and repeat.,abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
298,Holman Crab Kick,"An effective abdominals exercise. Perform the movement with controlled form, maintaining tension in your abdominals throughout. Focus on the mind-muscle connection with each repetition.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
299,Holman Crab Kick with Hop,"An effective abdominals exercise. Perform the movement with controlled form, maintaining tension in your abdominals throughout. Focus on the mind-muscle connection with each repetition.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
300,Holman Crab Reach to Crab Kick,"An effective abdominals exercise. Perform the movement with controlled form, maintaining tension in your abdominals throughout. Focus on the mind-muscle connection with each repetition.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
301,Holman Elbow Plank,"Hold a straight body position supported by your forearms and toes. Keep your body in a straight line from head to heels, engaging your abdominals. Avoid letting your hips sag or pike up.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
302,Holman Elbow Plank Alternating Pike,"Hold a straight body position supported by your forearms and toes. Keep your body in a straight line from head to heels, engaging your abdominals. Avoid letting your hips sag or pike up.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
303,Holman Elbow Plank Jack,"Hold a straight body position supported by your forearms and toes. Keep your body in a straight line from head to heels, engaging your abdominals. Avoid letting your hips sag or pike up.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
304,Holman Elbow Plank Jack to Ninja Knees,"Hold a straight body position supported by your forearms and toes. Keep your body in a straight line from head to heels, engaging your abdominals. Avoid letting your hips sag or pike up.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
305,Holman Elbow Plank Jack to Straight Plank Split Jack,"Hold a straight body position supported by your forearms and toes. Keep your body in a straight line from head to heels, engaging your abdominals. Avoid letting your hips sag or pike up.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
306,Holman Elbow Plank Ninja,"Hold a straight body position supported by your forearms and toes. Keep your body in a straight line from head to heels, engaging your abdominals. Avoid letting your hips sag or pike up.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
307,Holman Elbow Plank Pike,"Hold a straight body position supported by your forearms and toes. Keep your body in a straight line from head to heels, engaging your abdominals. Avoid letting your hips sag or pike up.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
308,Holman Elbow Plank Pike Pull,"Hold a straight body position supported by your forearms and toes. Keep your body in a straight line from head to heels, engaging your abdominals. Avoid letting your hips sag or pike up.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
309,Holman Elbow Plank Roll,"Hold a straight body position supported by your forearms and toes. Keep your body in a straight line from head to heels, engaging your abdominals. Avoid letting your hips sag or pike up.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
310,Holman Elbow Plank Saw,"Hold a straight body position supported by your forearms and toes. Keep your body in a straight line from head to heels, engaging your abdominals. Avoid letting your hips sag or pike up.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
311,Holman Elbow Plank Swim,"Hold a straight body position supported by your forearms and toes. Keep your body in a straight line from head to heels, engaging your abdominals. Avoid letting your hips sag or pike up.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
312,Holman Elbow Plank to Alternating Side Plank Crunch,Lie on your side with legs stacked. Contract your obliques to lift your upper body toward your hip. Lower back down with control and repeat on both sides.,abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
313,Holman Elbow Plank to Stacked Plank Hip Drop,"Hold a straight body position supported by your forearms and toes. Keep your body in a straight line from head to heels, engaging your abdominals. Avoid letting your hips sag or pike up.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
314,Holman Elbow Plank to Walk-Up Pike,"Hold a straight body position supported by your forearms and toes. Keep your body in a straight line from head to heels, engaging your abdominals. Avoid letting your hips sag or pike up.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
315,Holman Elbow Plank with Step-Out,"Hold a straight body position supported by your forearms and toes. Keep your body in a straight line from head to heels, engaging your abdominals. Avoid letting your hips sag or pike up.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
316,Holman Feet-Elevated Alternating Single-Leg Hip Raise,"An effective abdominals exercise. Perform the movement with controlled form, maintaining tension in your abdominals throughout. Focus on the mind-muscle connection with each repetition.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
317,Holman Feet-Elevated Couch Hill Climber,"An effective abdominals exercise. Perform the movement with controlled form, maintaining tension in your abdominals throughout. Focus on the mind-muscle connection with each repetition.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
318,Holman Feet-Elevated Hand Tap,"An effective abdominals exercise. Perform the movement with controlled form, maintaining tension in your abdominals throughout. Focus on the mind-muscle connection with each repetition.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
319,Holman Feet-Elevated Hill Climber,"An effective abdominals exercise. Perform the movement with controlled form, maintaining tension in your abdominals throughout. Focus on the mind-muscle connection with each repetition.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
320,Holman Feet-Elevated Hip Raise,"An effective abdominals exercise. Perform the movement with controlled form, maintaining tension in your abdominals throughout. Focus on the mind-muscle connection with each repetition.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
321,Holman Feet-Elevated Inchworm Pike to Straight Plank Push-Up,"Hold a straight body position supported by your forearms and toes. Keep your body in a straight line from head to heels, engaging your abdominals. Avoid letting your hips sag or pike up.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
322,Holman Feet-Elevated Left Side Plank,"Lie on your side with elbow under shoulder. Lift your hips to form a straight line from head to feet. Hold this position, engaging your abdominals and maintaining alignment.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
323,Holman Feet-Elevated Plank Pike Pull,"Hold a straight body position supported by your forearms and toes. Keep your body in a straight line from head to heels, engaging your abdominals. Avoid letting your hips sag or pike up.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
324,Holman Feet-Elevated Plank Pike Pull to Push-Up,"Hold a straight body position supported by your forearms and toes. Keep your body in a straight line from head to heels, engaging your abdominals. Avoid letting your hips sag or pike up.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
325,Holman Feet-Elevated Plank Reach,"Hold a plank position. Reach forward with one hand while maintaining stability. Return to plank and alternate sides, keeping your abdominals engaged.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
326,Holman Feet-Elevated Plank with Shoulder Tap,"Hold a straight body position supported by your forearms and toes. Keep your body in a straight line from head to heels, engaging your abdominals. Avoid letting your hips sag or pike up.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
327,Holman Feet-Elevated Right Side Plank,"Lie on your side with elbow under shoulder. Lift your hips to form a straight line from head to feet. Hold this position, engaging your abdominals and maintaining alignment.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
328,Holman Feet-Elevated Shoulder Tap,"An effective abdominals exercise. Perform the movement with controlled form, maintaining tension in your abdominals throughout. Focus on the mind-muscle connection with each repetition.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
329,Holman Feet-Elevated Straight Plank Pike Pull,"Hold a straight body position supported by your forearms and toes. Keep your body in a straight line from head to heels, engaging your abdominals. Avoid letting your hips sag or pike up.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
330,Holman Feet-Elevated Straight Plank Toe-Tap Series,"Hold a straight body position supported by your forearms and toes. Keep your body in a straight line from head to heels, engaging your abdominals. Avoid letting your hips sag or pike up.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
331,Holman Feet-Elevated Up-Down Elbow Plank,"Start in a plank position. Lower down to your forearms one arm at a time, then push back up to straight arms. Maintain a stable core throughout the movement.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
332,Holman Feet-Elevated Up-Down Plank,"Start in a plank position. Lower down to your forearms one arm at a time, then push back up to straight arms. Maintain a stable core throughout the movement.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
333,Holman Froggy Push-Up,"Start in a plank position with hands under shoulders. Lower your chest toward the ground by bending your elbows. Push back up to starting position, keeping your body straight and engaging your abdominals.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
334,Holman Hand-Elevated Side Plank Semicircle,"Lie on your side with elbow under shoulder. Lift your hips to form a straight line from head to feet. Hold this position, engaging your abdominals and maintaining alignment.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
335,Holman Hand-Elevated Walk-Over Push-Up,"Start in a plank position with hands under shoulders. Lower your chest toward the ground by bending your elbows. Push back up to starting position, keeping your body straight and engaging your abdominals.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
336,Holman Hands Down Heel Click,"An effective abdominals exercise. Perform the movement with controlled form, maintaining tension in your abdominals throughout. Focus on the mind-muscle connection with each repetition.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
337,Holman Hands-Elevated Burpee,"Start standing, drop into a squat and place hands on the ground. Jump feet back into a plank, perform a push-up, jump feet back to hands, then explosively jump up. This full-body exercise intensely works your abdominals.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
338,Holman Hands-Elevated Hill Climber,"An effective abdominals exercise. Perform the movement with controlled form, maintaining tension in your abdominals throughout. Focus on the mind-muscle connection with each repetition.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
339,Holman Hands-Elevated Split Jack,"An effective abdominals exercise. Perform the movement with controlled form, maintaining tension in your abdominals throughout. Focus on the mind-muscle connection with each repetition.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
340,Holman Hands-Elevated Straight Plank Pike,"Hold a straight body position supported by your forearms and toes. Keep your body in a straight line from head to heels, engaging your abdominals. Avoid letting your hips sag or pike up.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
341,Holman High-Impact Crab Kick,"An effective abdominals exercise. Perform the movement with controlled form, maintaining tension in your abdominals throughout. Focus on the mind-muscle connection with each repetition.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
342,Holman Hill Climber,"An effective abdominals exercise. Perform the movement with controlled form, maintaining tension in your abdominals throughout. Focus on the mind-muscle connection with each repetition.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
343,Holman Hovering Panther Core Stabilizer,"An effective abdominals exercise. Perform the movement with controlled form, maintaining tension in your abdominals throughout. Focus on the mind-muscle connection with each repetition.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
344,Holman Hovering Plank with Shoulder Tap,"Hold a straight body position supported by your forearms and toes. Keep your body in a straight line from head to heels, engaging your abdominals. Avoid letting your hips sag or pike up.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
345,Holman In-Out Straight Plank,"Hold a straight body position supported by your forearms and toes. Keep your body in a straight line from head to heels, engaging your abdominals. Avoid letting your hips sag or pike up.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
346,Holman Killer Abs,"An effective abdominals exercise. Perform the movement with controlled form, maintaining tension in your abdominals throughout. Focus on the mind-muscle connection with each repetition.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
347,Holman Knee Pull-In Crunch,"Lie on your back with knees bent and feet flat. Contract your abdominals to lift your shoulders and upper back off the ground. Lower back down with control, maintaining tension in your core.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
348,Holman Left Hand Right Foot Crab Reach,"An effective abdominals exercise. Perform the movement with controlled form, maintaining tension in your abdominals throughout. Focus on the mind-muscle connection with each repetition.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
349,Holman Left Hand Right Foot Sleeping Crab,"An effective abdominals exercise. Perform the movement with controlled form, maintaining tension in your abdominals throughout. Focus on the mind-muscle connection with each repetition.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
350,Holman Left Hip Drop Push-Up,"Start in a plank position with hands under shoulders. Lower your chest toward the ground by bending your elbows. Push back up to starting position, keeping your body straight and engaging your abdominals.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
351,Holman Left Leg 7-Up Crunch,"Lie on your back with knees bent and feet flat. Contract your abdominals to lift your shoulders and upper back off the ground. Lower back down with control, maintaining tension in your core.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
352,Holman Left Side Elbow Plank with Right Leg Swing,"Lie on your side with elbow under shoulder. Lift your hips to form a straight line from head to feet. Hold this position, engaging your abdominals and maintaining alignment.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
353,Holman Low-Impact Crab Kick,"An effective abdominals exercise. Perform the movement with controlled form, maintaining tension in your abdominals throughout. Focus on the mind-muscle connection with each repetition.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
354,Holman Ninja Knee Hill Climber,"An effective abdominals exercise. Perform the movement with controlled form, maintaining tension in your abdominals throughout. Focus on the mind-muscle connection with each repetition.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
355,Holman Ninja Knee Straight Plank,"Hold a straight body position supported by your forearms and toes. Keep your body in a straight line from head to heels, engaging your abdominals. Avoid letting your hips sag or pike up.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
356,Holman Reverse Crunch to Hip Raise,"Lie on your back with legs raised. Contract your lower abdominals to lift your hips off the ground, bringing your knees toward your chest. Lower back down with control and repeat.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
357,Holman Reverse Straight Plank with Alternating Heel Pull-In,"Hold a straight body position supported by your forearms and toes. Keep your body in a straight line from head to heels, engaging your abdominals. Avoid letting your hips sag or pike up.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
358,Holman Right Hand Left Foot Crab Reach,"An effective abdominals exercise. Perform the movement with controlled form, maintaining tension in your abdominals throughout. Focus on the mind-muscle connection with each repetition.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
359,Holman Right Hand Left Foot Sleeping Crab,"An effective abdominals exercise. Perform the movement with controlled form, maintaining tension in your abdominals throughout. Focus on the mind-muscle connection with each repetition.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
360,Holman Right Hip Drop Push-Up,"Start in a plank position with hands under shoulders. Lower your chest toward the ground by bending your elbows. Push back up to starting position, keeping your body straight and engaging your abdominals.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
361,Holman Right Leg 7-Up Crunch,"Lie on your back with knees bent and feet flat. Contract your abdominals to lift your shoulders and upper back off the ground. Lower back down with control, maintaining tension in your core.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
362,Holman Right Side Diagonal Burpee,"Start standing, drop into a squat and place hands on the ground. Jump feet back into a plank, perform a push-up, jump feet back to hands, then explosively jump up. This full-body exercise intensely works your abdominals.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
363,Holman Right Side Elbow Plank with Left Leg Swing,"Lie on your side with elbow under shoulder. Lift your hips to form a straight line from head to feet. Hold this position, engaging your abdominals and maintaining alignment.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
364,Holman Seated Killer Abs,"An effective abdominals exercise. Perform the movement with controlled form, maintaining tension in your abdominals throughout. Focus on the mind-muscle connection with each repetition.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
365,Holman Seated Knee Pull-In Series,"An effective abdominals exercise. Perform the movement with controlled form, maintaining tension in your abdominals throughout. Focus on the mind-muscle connection with each repetition.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
366,Holman Seated Pike,"Start in a push-up position. Raise your hips toward the ceiling, forming an inverted V-shape. Keep your legs and back straight, feeling the stretch in your abdominals. Lower back to starting position.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
367,Holman Shoulder Tap to Dirty Dog,"An effective abdominals exercise. Perform the movement with controlled form, maintaining tension in your abdominals throughout. Focus on the mind-muscle connection with each repetition.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
368,Holman Shoulder Tap to Hand Tap,"An effective abdominals exercise. Perform the movement with controlled form, maintaining tension in your abdominals throughout. Focus on the mind-muscle connection with each repetition.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
369,Holman Side Plank Crunch,Lie on your side with legs stacked. Contract your obliques to lift your upper body toward your hip. Lower back down with control and repeat on both sides.,abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
370,Holman Side Plank Hip Drop,"Lie on your side with elbow under shoulder. Lift your hips to form a straight line from head to feet. Hold this position, engaging your abdominals and maintaining alignment.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
371,Holman Side-to-Side Twist,"An effective abdominals exercise. Perform the movement with controlled form, maintaining tension in your abdominals throughout. Focus on the mind-muscle connection with each repetition.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
372,Holman Single-Leg Left Pike,"Start in a push-up position. Raise your hips toward the ceiling, forming an inverted V-shape. Keep your legs and back straight, feeling the stretch in your abdominals. Lower back to starting position.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
373,Holman Single-Leg Right Pike,"Start in a push-up position. Raise your hips toward the ceiling, forming an inverted V-shape. Keep your legs and back straight, feeling the stretch in your abdominals. Lower back to starting position.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
374,Holman Squat Pulse to Plyometric Jump,"Stand with feet shoulder-width apart. Lower into a squat position, then explosively jump upward. Land softly and immediately go into the next rep, engaging your abdominals.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
